longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,,median_house_value
-122.42,37.62,36,1017,165,407,159,4.8,NEAR OCEAN,304871.03,,306800
-118.45,34.01,36,2424,418,1123,417,6.4755,<1H OCEAN,427094.24,,405800
-118.27,34.08,43,962,253,658,244,3.2386,<1H OCEAN,187722,,185000
-118.38,34.27,8,3248,847,2608,731,2.8214,<1H OCEAN,169302,,158300
-122.02,37.6,31,2155,522,1858,437,2.652,NEAR BAY,175105,,159800
-117.8,34.1,13,2996,495,1187,464,6.2456,INLAND,189552,,161700
-118.38,34.04,39,2614,569,1665,553,3.4063,<1H OCEAN,277031.01,,271600
-117.83,33.93,14,1956,282,671,269,6.5841,<1H OCEAN,302589.01,,306400
-117.86,33.62,23,3166,411,1092,345,7.9367,<1H OCEAN,478921.83,,500001
-117.19,34.05,33,3007,498,1252,488,3.8816,INLAND,130673,,134600
-117.84,33.74,25,1818,577,1426,532,3.2104,<1H OCEAN,142139,,112500
-117.24,32.79,25,2135,691,566,320,2.6902,NEAR OCEAN,216700.01,,212500
-121.8,37.23,18,2581,358,1284,377,6.7385,<1H OCEAN,284625,,272400
-117.04,34.04,30,3474,735,1674,691,2.5863,INLAND,98900,,98300
-119.8,36.29,7,479,84,327,103,5.1728,INLAND,120594,,107500
-117.9,34.11,23,4776,1316,4797,1187,2.1667,<1H OCEAN,161475,,142600
-117.95,33.77,38,1476,308,1114,309,4.1917,<1H OCEAN,182791,,181800
-122.09,37.67,39,2069,500,1408,478,3.1115,NEAR BAY,168950,,153500
-118.42,34.03,45,1262,223,637,221,5.0866,<1H OCEAN,398613.01,,427300
-118.05,33.85,25,2856,388,1212,362,6.1737,<1H OCEAN,300388,,313100
-121.79,37.32,6,2850,561,2160,581,5.5336,<1H OCEAN,233953,,241900
-118.16,33.97,39,1444,447,1890,416,2.1181,<1H OCEAN,165342,,176600
-115.59,32.79,8,2183,307,1000,287,6.3814,INLAND,184861.01,,159900
-117.93,33.93,37,1128,273,931,234,2.8,<1H OCEAN,146389,,137500
-117.3,34.46,8,6246,1273,3883,1264,2.7917,INLAND,100613,,98200
-117.9,33.73,30,746,172,1048,163,4.1,<1H OCEAN,171539,,166400
-122.55,38,18,3119,803,1395,722,3.9265,NEAR BAY,288915,,301100
-118.18,33.78,17,1419,436,1300,360,2.0769,NEAR OCEAN,121298,,100000
-119.29,36.12,24,1248,226,641,200,2.4722,INLAND,111217,,129200
-118.45,35.62,18,2304,527,782,390,1.4141,INLAND,71869,,75800
-121.79,37.31,22,2199,361,1270,386,5.1149,<1H OCEAN,236100.01,,235700
-119.83,36.37,25,1549,269,819,272,2.7159,INLAND,93870,,101400
-122.42,37.74,52,1674,346,734,335,3.8864,NEAR BAY,291801,,281300
-123.18,39.23,18,243,55,115,54,2.125,<1H OCEAN,167474,,175000
-121.29,38.68,20,1881,378,921,360,1.8589,INLAND,125233,,144000
-117.25,32.81,39,1846,350,765,329,3.9187,NEAR OCEAN,330495.05,,311900
-118.05,33.73,25,2472,450,1301,467,5.0699,<1H OCEAN,262065.01,,266100
-122.27,37.56,17,3211,847,1553,812,4.9434,NEAR BAY,289522.01,,292100
-118.33,34.05,44,1574,390,1323,404,2.5284,<1H OCEAN,240846.03,,226300
-121.39,38.64,33,1503,282,652,229,3.6937,INLAND,108191,,99300
-118.25,34.07,16,719,225,801,218,2.3942,<1H OCEAN,147513,,133300
-122.12,37.42,35,2445,533,1187,519,5.2803,NEAR BAY,358335.02,,362100
-117.17,34.05,29,4007,700,1576,696,3.1801,INLAND,142939,,149300
-117.33,33.87,14,2300,335,1001,311,5.1045,INLAND,154841,,161300
-117.32,34.06,52,802,160,564,131,2.1591,INLAND,78934,,63500
-121.34,38.03,20,4213,751,2071,714,4.4063,INLAND,139789,,130800
-122.47,37.51,15,4974,764,2222,774,6.7606,NEAR OCEAN,373970.07,,364300
-121.94,37.54,27,3715,526,1631,538,6.2179,<1H OCEAN,311177,,305300
-118.18,33.89,25,5896,1464,4149,1362,2.6742,<1H OCEAN,139168,,131900
-117.05,32.77,33,3535,683,1568,672,2.8097,NEAR OCEAN,157138,,158300
-118.01,34.05,37,682,172,813,173,3.8125,<1H OCEAN,148905,,138000
-123.16,39.13,33,1320,303,1048,303,1.7813,<1H OCEAN,102708,,94700
-121.27,38.02,32,342,58,138,52,2.9821,INLAND,150212,,155000
-119.86,34.41,24,1576,580,1630,531,1.24,NEAR OCEAN,283832,,325000
-118.18,33.87,44,2137,461,1126,439,3.4408,<1H OCEAN,187524,,172900
-122.24,37.82,52,3665,517,1470,520,6.155,NEAR BAY,392259.04,,398600
-117.9,33.65,27,3310,598,1402,563,6.632,<1H OCEAN,402740.03,,441100
-122.26,37.88,52,2604,837,1798,769,1.725,NEAR BAY,260597.01,,287500
-122.44,37.78,52,2695,657,1243,573,2.8569,NEAR BAY,361386.03,,372200
-121.81,37.25,5,1975,520,861,440,4.4565,<1H OCEAN,184165,,159000
-118.14,33.86,36,1774,348,934,333,4.8571,<1H OCEAN,214176,,203300
-118.2,34.07,34,1765,551,2203,500,2.2708,<1H OCEAN,161039,,159600
-119.83,36.83,14,2351,341,1128,363,6.9903,INLAND,193542.01,,141200
-115.91,33.36,15,459,95,160,73,0.922,INLAND,75446,,67500
-116.86,32.8,19,1747,291,848,290,4.875,<1H OCEAN,192971,,187200
-117.97,33.93,31,1975,373,918,347,4.4107,<1H OCEAN,215967.01,,202000
-118.39,34.19,23,1875,710,2555,657,2.0968,<1H OCEAN,181349,,162500
-122.32,37.54,34,3661,692,1608,656,5.0774,NEAR OCEAN,383844.04,,407200
-122.25,37.83,28,5022,1750,2558,1661,2.4234,NEAR BAY,206311,,218500
-117.98,34.02,33,3512,632,1971,598,4.4653,<1H OCEAN,202928.01,,193200
-117.94,33.79,24,4179,784,1902,733,4.7986,<1H OCEAN,244894.01,,236500
-117.99,33.8,25,3179,639,2526,623,3.3281,<1H OCEAN,183956,,180800
-117.92,34.1,35,2994,603,1933,561,4.0052,<1H OCEAN,175731,,160700
-118,33.85,33,2053,418,1154,405,4.0455,<1H OCEAN,199341,,197200
-117.93,33.69,26,2822,473,1258,469,6.4441,<1H OCEAN,278822,,261000
-118.2,34.05,40,1146,323,1354,321,1.9205,<1H OCEAN,123878,,121900
-122.27,37.81,40,880,451,582,380,0.977,NEAR BAY,124051,,118800
-121.3,38.03,11,2866,654,1404,525,2.505,INLAND,106498,,95000
-117.87,33.74,31,2338,652,3289,631,2.6734,<1H OCEAN,159234,,158500
-117.24,33.05,15,3029,555,1559,546,5.3129,NEAR OCEAN,211717.03,,169200
-117.9,33.85,31,3413,764,2326,728,4.325,<1H OCEAN,195892,,187100
-121.27,37.87,34,1010,206,678,234,2.9531,INLAND,113806,,104000
-118.31,33.96,47,2005,392,1134,415,3.7143,<1H OCEAN,156349,,140300
-118.28,34.1,49,2843,880,2004,796,2.7875,<1H OCEAN,220913,,217300
-122.32,37.97,33,1156,190,643,209,4.5,NEAR BAY,172442,,156600
-121.31,38.66,26,1604,245,751,267,4.7381,INLAND,146311,,140500
-121.43,37.75,41,1717,325,855,303,2.75,INLAND,113823,,127300
-118.29,34.11,24,3696,1125,1685,1031,2.3789,<1H OCEAN,255508.01,,266700
-122.02,38.38,16,808,137,371,145,6.0767,INLAND,221721,,216400
-122.01,37.92,18,2808,337,1038,337,8.3956,NEAR BAY,370682.06,,353600
-117.3,34.13,42,2115,557,1532,494,1.4531,INLAND,70227,,71500
-118.37,34.21,33,2034,470,1990,423,3.7455,<1H OCEAN,173303,,159600
-121.83,36.98,19,4431,705,1764,679,4.3321,<1H OCEAN,251295,,298600
-121.96,39.3,39,701,130,271,89,2.1845,INLAND,105538,,112500
-118.3,34.03,37,2781,766,2586,729,1.8564,<1H OCEAN,184513,,187500
-118.3,34.05,44,1612,650,2028,593,1.9152,<1H OCEAN,142804,,115600
-118.01,34.09,29,3402,747,2331,690,3.6094,INLAND,180082,,179200
-117.06,33.01,24,2618,485,726,443,3.5192,<1H OCEAN,171861.02,,159100
-122.53,37.88,36,2688,485,1064,449,4.4583,NEAR BAY,307887.02,,308600
-121.24,38.68,20,1402,236,676,236,3.7426,INLAND,128867,,135500
-117.95,34,34,2376,468,1858,449,4.1328,<1H OCEAN,176886,,176300
-118.23,34.07,40,506,119,397,114,3.1944,<1H OCEAN,153420,,143800
-117.89,33.87,32,1569,422,835,386,3.0465,<1H OCEAN,161477,,148900
-122.09,37.69,20,4296,817,1732,800,4.8036,NEAR BAY,206728,,188300
-121.63,36.65,44,309,121,315,80,1.6071,<1H OCEAN,132463.01,,112500
-122.05,37.68,23,7518,1279,3827,1294,5.1701,NEAR BAY,243498.01,,216800
-117.04,32.71,28,5274,991,3727,961,3.57,NEAR OCEAN,116168,,109800
-117.04,32.7,7,9311,1703,7302,1694,4.419,NEAR OCEAN,184816.06,,156900
-118.26,34.07,52,1802,613,2382,587,1.8438,<1H OCEAN,192857,,185900
-118.13,34.17,49,1962,435,1329,457,3.2898,<1H OCEAN,203653,,200000
-116.97,32.79,19,4108,1101,2971,1006,1.9893,<1H OCEAN,122819,,112500
-119.55,36.51,46,55,11,26,5,4.125,INLAND,120141.98,,67500
-120.92,37.65,23,505,124,163,129,1.3696,INLAND,212516,,275000
-120.8,38.51,23,1001,195,369,157,3.125,INLAND,107730,,96400
-121.83,38,15,6365,1646,3838,1458,2.5495,INLAND,117266,,103600
-122.42,37.93,47,3453,779,1353,728,4.016,NEAR BAY,280632.01,,274500
-122.27,37.47,44,3022,473,1235,477,6.7058,NEAR OCEAN,478094.12,,495900
-122.36,37.94,45,907,188,479,161,3.0862,NEAR BAY,100124,,79000
-118.32,33.33,52,2127,512,733,288,3.3906,ISLAND,315939,,300000
-117.06,32.73,33,3444,619,1884,582,3.7891,NEAR OCEAN,128408,,126700
-118.97,37.64,13,1907,544,575,234,3.0685,INLAND,148550,,162500
-117.27,34.12,52,954,246,943,256,0.8658,INLAND,79958,,87500
-120.55,37.32,21,1410,229,590,205,3.3194,INLAND,135481,,141400
-117.99,33.9,33,2161,383,1235,383,5.6454,<1H OCEAN,216333,,202800
-118,33.91,19,5166,770,2374,753,5.979,<1H OCEAN,288112,,285200
-118.37,33.81,36,2031,339,817,337,5.1271,NEAR OCEAN,416666.05,,458300
-117.97,33.66,14,6090,1338,1974,1248,2.8061,<1H OCEAN,172405,,180300
-117.17,33.28,16,1921,312,862,280,5.1786,<1H OCEAN,305495,,376800
-119.88,36.81,30,2288,474,1435,425,1.3221,INLAND,58854,,61200
-117.74,34.05,29,2452,700,3029,665,2.1354,INLAND,108891,,110700
-117.13,32.79,35,1458,262,723,257,4.2098,NEAR OCEAN,181930,,174100
-122.06,37.65,33,1227,286,848,291,3.8036,NEAR BAY,166898,,158200
-118.3,33.99,47,2212,533,1903,554,1.9853,<1H OCEAN,106936,,101100
-118.06,35.68,15,1962,403,730,321,2.25,INLAND,68375,,67500
-118.38,33.89,35,1778,330,732,312,6.5745,<1H OCEAN,389876.1,,379300
-122.45,37.73,52,2510,438,1153,407,5.1238,NEAR BAY,333028.01,,335100
-121.97,37.24,35,2553,533,1117,498,4.4063,<1H OCEAN,379118,,436100
-118.14,33.95,44,1812,338,822,314,6.7744,<1H OCEAN,361150.26,,294100
-121.97,37.53,35,2277,420,1353,413,4.75,<1H OCEAN,217182,,197000
-118.15,34.86,10,4597,1009,2227,821,2.6149,INLAND,93968,,83500
-117.2,32.86,4,4308,1095,1923,932,3.9356,NEAR OCEAN,245793,,267000
-118.3,34.01,52,1444,343,1154,334,2.0625,<1H OCEAN,140016,,134400
-117.98,33.79,35,2356,478,1659,480,4.1115,<1H OCEAN,181008,,179700
-122.42,37.62,43,2367,409,1141,400,4.8295,NEAR OCEAN,320240.03,,319000
-118.2,33.94,42,618,163,680,179,3.3472,<1H OCEAN,154427,,154200
-117.01,32.81,21,4203,618,1620,600,5.3441,<1H OCEAN,201511,,193500
-116.98,32.74,17,3943,843,1995,766,2.6944,<1H OCEAN,147557,,158300
-122.01,37.53,19,4572,712,2346,709,6.0667,NEAR BAY,272020.01,,245700
-117.92,34.03,32,1819,375,1728,375,3.975,<1H OCEAN,160949,,162400
-123.17,39.15,30,1904,331,816,325,4.425,<1H OCEAN,182199,,161900
-123.76,41.03,24,2386,565,1058,414,2.0644,<1H OCEAN,87999,,79800
-122.44,37.73,46,3581,758,1670,703,4.1932,NEAR BAY,275434,,269200
-120.43,34.93,10,2980,585,1593,562,3.285,<1H OCEAN,203577,,218300
-122.42,37.64,41,98,20,68,19,2.225,NEAR OCEAN,203278,,212500
-117.98,34.14,27,6341,1289,2899,1192,3.6336,INLAND,210650,,235200
-122.3,37.91,40,2866,617,1305,589,3.6321,NEAR BAY,203221,,209100
-118.32,33.8,29,4317,1037,2102,959,3.1275,<1H OCEAN,275392,,286400
-118.41,34.04,49,601,95,228,106,8.0239,<1H OCEAN,490835.95,,500001
-121.94,37.34,36,3142,632,1372,560,5.0175,<1H OCEAN,253570,,246100
-117.21,32.84,34,2158,366,1046,335,4.5402,NEAR OCEAN,218222.03,,182100
-118.12,34.16,30,1762,416,940,398,2.8631,<1H OCEAN,192050,,188600
-119.87,36.54,34,1370,287,818,269,2.4044,INLAND,73988,,72500
-117.92,33.94,30,2506,394,1255,421,4.7813,<1H OCEAN,200904,,198200
-118.09,33.75,32,6239,974,2615,950,6.6188,NEAR OCEAN,379645.06,,380000
-118.28,34,46,1650,463,1992,458,2.3403,<1H OCEAN,124665,,114100
-119.29,36.54,18,2581,628,2732,592,1.8429,INLAND,60576,,58300
-121.92,36.55,37,2190,419,490,300,3.7852,NEAR OCEAN,371726,,465800
-118.44,34.16,35,3080,642,1362,623,4.1218,<1H OCEAN,325981,,328500
-122.26,37.84,52,696,191,345,174,2.6736,NEAR BAY,187231.01,,191300
-119.76,36.79,26,3654,837,1976,830,2.1544,INLAND,73038,,72800
-119.73,36.73,9,1621,428,678,394,2.2437,INLAND,66211,,54200
-118.99,35.3,33,2248,434,1461,405,2.9402,INLAND,66237,,56200
-118.2,34.02,49,1098,317,1411,301,2.75,<1H OCEAN,147096,,146000
-118.47,34.05,25,2689,719,1229,663,3.5909,<1H OCEAN,444711.7,,500001
-118.18,33.88,47,882,185,536,174,4.625,<1H OCEAN,188628.01,,163000
-117.93,33.83,30,1561,381,1104,391,3.375,<1H OCEAN,197447,,201900
-122.47,37.78,52,2635,587,1302,577,3.7292,NEAR BAY,423394.04,,416700
-121.73,38,3,9217,1522,3578,1272,5.0016,INLAND,183659,,189100
-121.97,37.25,32,2892,496,1193,492,6.131,<1H OCEAN,345016,,367800
-122.71,38.44,27,966,251,462,230,1.7,<1H OCEAN,273813,,350000
-117.72,33.62,19,5777,1261,1711,1225,2.7634,<1H OCEAN,111841,,86900
-122.46,37.72,52,2951,406,1115,397,6.7228,NEAR OCEAN,421776.15,,405200
-121.23,37.84,28,1347,241,713,225,4.0208,INLAND,147895,,155700
-117.53,33.88,22,2855,667,2453,624,3.1312,INLAND,104575,,91000
-117.25,32.82,23,6139,826,2036,807,9.5245,NEAR OCEAN,480219.74,,500001
-118.15,34.04,33,818,195,664,198,2.1944,<1H OCEAN,187199,,203300
-119.79,36.79,19,1524,448,960,386,1.5122,INLAND,51464,,47500
-122.05,37.63,5,3785,936,2240,792,3.2829,NEAR BAY,179769,,162500
-121.32,38.62,29,2430,448,1087,394,3.0864,INLAND,152480,,177900
-121.82,38.01,47,1265,254,587,247,2.6364,INLAND,102542,,93500
-122.26,38.03,25,2239,361,928,353,4.4474,NEAR BAY,200171,,203700
-118,33.75,26,1382,387,1977,368,2.7589,<1H OCEAN,154394,,137500
-118.07,33.85,16,3771,606,2196,564,7.0113,<1H OCEAN,325533.01,,319700
-121.92,37.73,24,1407,327,501,295,2.4821,<1H OCEAN,160087,,157200
-122.56,37.95,34,2677,411,933,410,6.1444,NEAR OCEAN,451709.64,,500001
-117.29,34.13,44,2337,563,1238,467,1.5156,INLAND,74728,,75800
-118.08,33.99,38,1683,328,1369,339,3.6196,<1H OCEAN,169185,,170700
-121.68,39.82,15,3996,748,1786,728,3.5189,INLAND,132729,,141300
-121.89,37.26,25,3319,531,1560,502,5.8479,<1H OCEAN,267929,,263300
-117.05,34.04,23,3967,766,1518,698,2.29,INLAND,104768,,111800
-117.84,33.9,24,1723,223,707,219,7.0352,<1H OCEAN,305866.01,,299600
-117.93,33.94,28,3664,719,1820,657,4.225,<1H OCEAN,214119,,224700
-117.94,33.78,34,2627,468,1409,450,4.7731,<1H OCEAN,205009,,199200
-117.29,35.54,35,7922,1636,3431,1329,3.4145,INLAND,68825,,40400
-116.88,33.93,37,1495,429,865,342,1.2188,INLAND,61521,,55000
-117.88,33.84,34,1410,214,837,240,6.1168,<1H OCEAN,230611,,213900
-117.49,33.99,21,2050,392,1153,336,4.84,INLAND,125082,,116400
-117.98,34.03,21,797,162,484,166,2.625,<1H OCEAN,183907,,191100
-119.23,34.19,16,5297,810,1489,667,6.4522,NEAR OCEAN,444537.64,,500001
-117.86,33.75,13,1632,598,3356,659,1.5054,<1H OCEAN,134821,,137500
-118.43,34.01,27,3133,1021,2242,1002,2.697,<1H OCEAN,352814,,412500
-122.31,38.01,18,4123,874,1895,772,3.2759,NEAR BAY,182176,,195000
-122.43,37.79,52,3486,847,1248,813,7.2623,NEAR BAY,476152.71,,500001
-118.19,33.95,42,1651,463,1559,436,2.3882,<1H OCEAN,149237,,148100
-117.11,32.91,15,1840,235,855,241,7.5992,<1H OCEAN,314920.02,,310600
-118.47,34.04,32,2909,748,1310,706,4.516,<1H OCEAN,372337.14,,350000
-122.42,37.75,52,2163,607,1447,546,3.3555,NEAR BAY,309576.01,,275000
-117.34,34.08,35,1380,248,730,264,3.2305,INLAND,98438,,93700
-122.06,37.99,17,1319,316,384,269,1.8229,NEAR BAY,138569,,137500
-122.06,37.54,20,6483,1068,3526,1060,5.0838,NEAR BAY,269544.05,,248200
-117.14,32.74,16,6075,1816,2592,1634,2.5553,NEAR OCEAN,162610,,178100
-122.07,38,37,978,202,462,184,3.625,NEAR BAY,165703,,156300
-122.35,40.57,18,2226,490,859,451,1.6821,INLAND,70745,,69400
-121.37,38.69,35,1093,192,590,190,2.7009,INLAND,87215,,80200
-120.19,36.6,25,875,214,931,214,1.5536,INLAND,58937,,58300
-121.28,38.03,11,826,150,684,166,3.9265,INLAND,120973,,107400
-117.51,33.95,12,9016,1486,4285,1457,4.9984,INLAND,165638,,169100
-118.36,33.88,31,2518,543,1107,508,4.7404,<1H OCEAN,306686.05,,295800
-122.3,37.97,35,1811,377,911,340,3.375,NEAR BAY,158527,,149700
-120.87,37.76,16,1174,249,601,242,1.7143,INLAND,106126,,113300
-115.73,33.09,27,452,103,258,61,2.9,INLAND,104751,,87500
-121.22,37.79,38,2152,451,1320,457,2.5025,INLAND,98825,,101900
-121.98,37.95,14,6290,854,2724,820,6.7371,INLAND,266368,,267400
-121.79,37.67,26,2163,339,947,346,6.0797,INLAND,236511,,211000
-117.9,33.9,18,3821,576,1430,568,6.9399,<1H OCEAN,354096.06,,349600
-122.04,37.85,27,6039,780,2181,761,9.5862,NEAR BAY,467491.27,,469400
-119.73,34.42,25,2024,312,907,335,5.4127,NEAR OCEAN,347893,,392800
-116.44,33.77,18,4872,1110,955,656,2.2439,INLAND,94605,,97500
-117.31,34.17,25,2795,596,1650,569,3.0078,INLAND,91674,,87100
-117.14,32.8,35,1267,212,710,204,2.5368,NEAR OCEAN,168072,,169600
-122.13,37.7,43,3046,557,1333,544,3.4583,NEAR BAY,182718,,183700
-122.48,38.31,29,2375,560,1124,502,2.3276,<1H OCEAN,153765,,166200
-118.37,33.88,44,1325,245,669,253,4.4211,<1H OCEAN,303177,,324000
-121.45,38.64,23,1481,343,1079,315,1.867,INLAND,71958,,60600
-122.57,38.02,33,9531,1487,3798,1409,5.6512,NEAR BAY,317852.03,,314000
-118.02,33.79,23,6368,1030,3281,1001,6.1142,<1H OCEAN,258853.02,,240400
-124.07,40.87,47,1765,326,796,333,2.2138,NEAR OCEAN,97565,,99200
-116.91,34.24,23,6379,1636,1350,568,1.6336,INLAND,109672,,124500
-117.65,33.62,15,2708,410,1140,389,6.2899,<1H OCEAN,277355,,275000
-116.94,32.81,8,2517,632,1686,613,2.136,<1H OCEAN,136768,,143500
-119.78,36.76,50,1343,322,1063,342,1.75,INLAND,52152,,49800
-122.05,38,16,1085,217,356,232,2.3462,NEAR BAY,107065,,75000
-122.24,37.49,30,2956,590,1191,594,3.7463,NEAR OCEAN,389581,,427600
-121.46,38.54,39,1453,324,843,281,1.7692,INLAND,66805,,63900
-117.93,33.95,31,3600,468,1382,435,7.4597,<1H OCEAN,477987.73,,500001
-117.96,33.69,20,3123,441,1319,432,6.091,<1H OCEAN,285022,,290400
-122.04,37.96,27,2587,729,1500,623,1.837,NEAR BAY,172715,,175000
-121.3,37.97,52,2259,417,766,385,2.2981,INLAND,98732,,105400
-121.74,37.35,34,440,90,217,93,5.2327,<1H OCEAN,415464.61,,500001
-121.58,39.14,52,662,160,520,149,0.8928,INLAND,59854,,55000
-119.75,36.71,38,1481,,1543,372,1.4577,INLAND,50243,,49800
-118.36,33.98,29,2861,816,1715,775,2.7712,<1H OCEAN,193284,,160900
-122.18,37.73,42,909,215,646,198,2.9063,NEAR BAY,108930,,80000
-122.64,38.87,16,1177,240,519,199,1.5739,INLAND,78446,,73500
-120.72,38.42,17,5654,1085,2237,953,3.0465,INLAND,137815,,144100
-118.2,33.77,24,2404,819,1566,753,1.5076,NEAR OCEAN,144775,,145800
-118.43,34.2,28,3386,,2240,737,3.0221,<1H OCEAN,254886,,290100
-122.74,38.44,23,2819,612,1644,546,2.6576,<1H OCEAN,151187,,147900
-118.12,33.91,35,620,122,381,124,3.7917,<1H OCEAN,183306,,183900
-118.03,33.95,37,1772,321,934,326,4.1471,<1H OCEAN,183757,,177800
-122.76,38.46,14,4794,767,2252,768,4.2061,<1H OCEAN,221228,,213100
-121.83,37.28,33,1115,250,1168,261,3.9009,<1H OCEAN,189714,,178600
-118.48,34.25,35,1865,335,1074,337,5.1068,<1H OCEAN,224242,,223300
-121.35,38.28,17,2756,557,1986,530,3.2234,INLAND,94302,,82000
-118.18,33.82,43,2210,469,1042,418,3.5,NEAR OCEAN,235951.01,,216700
-122.02,37.01,20,1005,138,345,129,10.0968,NEAR OCEAN,482054.9,,500001
-117.67,33.49,10,366,61,128,61,8.163,<1H OCEAN,291696.07,,250000
-117.59,34.13,10,20263,3915,9716,3744,3.8505,INLAND,163087,,169600
-117.89,34.09,35,1205,330,583,319,2.3971,<1H OCEAN,187056,,188900
-122.68,38.43,29,488,63,161,62,6.0774,<1H OCEAN,335193.03,,334400
-118.32,33.87,28,3763,762,1967,724,5.3244,<1H OCEAN,278734.01,,271900
-118.58,34.06,25,4440,693,1560,636,8.8666,<1H OCEAN,485301.79,,500001
-118.03,33.96,37,1180,256,614,242,3.117,<1H OCEAN,166662,,164600
-117.81,33.82,20,2819,319,1019,319,12.2092,<1H OCEAN,496081.94,,500001
-122.15,37.41,29,473,103,359,87,7.0309,NEAR BAY,441059.05,,475000
-116.87,33.57,12,1153,265,446,195,3.038,INLAND,147579,,128100
-121.72,37.7,17,1671,352,729,252,6.1023,INLAND,350917,,450000
-122.26,38,6,678,104,318,91,5.2375,NEAR BAY,236257.01,,246400
-118.25,34.14,13,3487,1131,3749,1072,2.1602,<1H OCEAN,222818,,221900
-118.4,33.86,41,2237,597,938,523,4.7105,<1H OCEAN,443532.68,,500001
-117.18,33.15,7,6225,1683,5410,1580,2.32,<1H OCEAN,143040.01,,117500
-117.33,34.12,33,933,219,838,211,1.3417,INLAND,69227,,69000
-117.98,33.68,14,3396,477,1542,472,7.3982,<1H OCEAN,364903.03,,369100
-122.46,37.78,52,2051,552,1400,510,3.2396,NEAR BAY,388642.02,,375000
-122.33,37.97,45,1982,376,1179,398,3.5463,NEAR BAY,141793,,130800
-122.31,37.56,45,1792,301,829,318,4.9013,NEAR OCEAN,330275,,330100
-118.13,33.86,45,1866,343,919,344,3.5833,<1H OCEAN,203229,,200200
-118.42,34.18,30,1323,353,856,333,3.3594,<1H OCEAN,202816,,202200
-121.52,38.9,32,1650,313,802,284,2.9048,INLAND,103509,,98200
-121.99,37.26,29,2718,365,982,339,7.9234,<1H OCEAN,471685.72,,500001
-120.98,37.64,39,2617,659,2052,642,1.6952,INLAND,68362,,65000
-117.87,33.92,14,4039,669,1905,670,6.3303,<1H OCEAN,306733,,303000
-117.79,33.77,23,3596,451,1292,458,8.5403,<1H OCEAN,445248.16,,451300
-117.96,33.73,22,3479,455,1454,488,6.6324,<1H OCEAN,318413,,347600
-121.63,37.12,17,1830,398,1110,388,2.4821,<1H OCEAN,227724,,248200
-117.89,33.77,29,2577,445,1849,470,4.4732,<1H OCEAN,196806,,194800
-118.24,34.15,7,2063,670,1892,643,1.7301,<1H OCEAN,196922,,202300
-122.06,37.96,37,1784,313,788,304,4.2917,NEAR BAY,187808,,189600
-119.85,36.76,10,2067,450,845,354,1.8214,INLAND,79398,,80100
-118.09,34.01,36,1465,363,1538,342,3.5469,<1H OCEAN,157465,,150600
-123.73,39.17,20,4620,1042,1745,794,2.375,NEAR OCEAN,152338,,158800
-121.4,36.84,40,2352,536,1430,535,3.0912,INLAND,144813,,155300
-118.21,33.8,41,1251,279,1053,278,3.2778,NEAR OCEAN,162675,,150800
-119.62,36.56,30,1722,372,1467,403,1.8878,INLAND,53924,,51600
-118.81,34.25,4,9147,1827,3950,1661,5.716,<1H OCEAN,310501.03,,320800
-117.1,33,5,15502,2613,7417,2358,5.9094,<1H OCEAN,259739,,261100
-118.38,33.86,15,1778,311,908,330,7.674,<1H OCEAN,324887,,329300
-118.31,34.04,29,2038,578,2070,570,2.0658,<1H OCEAN,200389,,214600
-121.5,38.52,37,2008,466,1261,427,2.2574,INLAND,68233,,59100
-118,34.13,35,1005,224,742,221,3.5481,INLAND,175774,,158100
-118.35,33.91,19,1949,559,1282,498,2.7813,<1H OCEAN,228538.02,,231300
-118.98,35.37,36,1562,398,1223,329,0.9675,INLAND,48148,,47100
-117.9,33.88,28,2696,346,947,356,9.0055,<1H OCEAN,404525.25,,375400
-121.65,39.16,16,5022,1103,2087,956,2.3963,INLAND,117669,,114800
-119.81,36.6,24,2246,462,1291,394,2.4006,INLAND,77716,,76400
-118.02,34.15,44,2419,437,1045,432,3.875,INLAND,253586,,280800
-118.09,34.7,6,4558,804,1543,563,2.8548,INLAND,137988,,138500
-118.42,34.27,37,1024,246,1371,239,3.225,<1H OCEAN,150650,,147500
-118.32,34.07,52,2156,306,861,311,8.8062,<1H OCEAN,499366.99,,500001
-122.46,37.73,52,3547,506,1276,491,8.0069,NEAR BAY,454003.37,,426800
-116.53,33.78,18,2547,463,411,214,2.5489,INLAND,179597,,220500
-120.99,39.22,16,1497,275,737,243,2.8942,INLAND,158425,,182500
-116.47,34.07,22,5473,1234,2581,1098,1.9375,INLAND,75201,,65300
-122.28,37.82,52,1170,235,701,233,1.6098,NEAR BAY,106178,,87500
-118.47,35.64,17,2248,535,927,427,1.3023,INLAND,67264,,68500
-118.26,33.97,46,1086,249,880,250,1.5962,<1H OCEAN,96840,,95700
-117.2,32.78,38,2662,498,1132,496,4.0057,NEAR OCEAN,256353.05,,241600
-118.55,34.28,16,8879,,3468,1200,8.1125,<1H OCEAN,402498,,428600
-117.86,33.84,19,1725,392,920,400,3.0087,<1H OCEAN,170795,,159400
-117.78,33.78,6,9792,1283,3744,1179,10.1714,<1H OCEAN,477485.17,,481500
-121.86,37.41,16,2938,589,1718,568,5.5073,<1H OCEAN,207257,,178900
-117.58,34.11,14,11635,2055,6443,2009,4.7547,INLAND,159624,,157600
